Zipcode,lat,Long,City,State
50001,41.363615,-93.414947,MILO,IA
62662,39.5508,-89.8458,WAVERLY,IL
55020,44.571365,-93.360116,NEW MARKET,MN
55020,44.571365,-93.360116,NEW MRKT,MN
68623,41.441371,-98.109409,CEDAR RAPIDS,NE
73638,35.819529,-99.774257,DURHAM,OK
17883,40.9386,-76.9883,MIFFLINBURG,PA
18453,41.75098,-75.371098,FOREST CITY,PA
16910,41.705,-76.8286,SNYDERTOWN,PA
16910,41.705,-76.8286,SNYDERTWN,PA
16910,41.705,-76.8286,SUNBURY,PA
25009,38.179811,-81.725667,NELLIS,WV
92147,32.7152,-117.1563,ASW TRAINING CTR,CA
67734,39.488765,-100.897555,REXFORD,KS
41214,37.775385,-82.570342,INEZ,KY
58794,48.298407,-102.766451,Stanley,ND
22727,38.393351,-78.287375,ETLAN,VA
22727,38.393351,-78.287375,BANCO,VA
22721,38.393351,-78.287375,GRAVES MILL,VA
25936,37.930061,-81.059645,GLEN JEAN,WV
28552,35.304817,-76.571155,HOBUCKEN,NC
23846,37.064244,-76.826371,DENDRON,VA
22581,38.12,-76.7825,MONTROSS,VA
22430,38.3865,-77.3797,STAFFORD,VA
52737,41.259329,-91.37449,COLUMBUS JUNCTION,IA
52048,42.738079,-91.250785,GUTTENBERG,IA
50165,40.847504,-93.305021,CORYDON,IA
50059,41.919495,-94.345182,JEFFERSON,IA
61435,40.972589,-90.548354,GERLAW,IL
47123,38.284524,-86.461035,ENGLISH,IN
67660,38.704467,-99.181506,HAYS,KS
42334,37.735,-87.3316,OWENSBORO,KY
59240,48.848,-106.2488,RICHLAND,MT
28319,34.4086,-79.0469,Orrum,NC
69335,41.996022,-102.182474,ASHBY,NE
68964,40.230878,-97.894279,NELSON,NE
87580,36.546068,-105.607285,TAOS,NM
43047,40.208,-83.6383,NORTH LEWISBURG,OH
9394,0,0,FPO,AE
38048,35.153,-89.4897,OAKLAND,TN
22709,38.312548,-78.236223,MADISON,VA
83215,43.442618,-112.813162,BLACKFOOT,ID
46162,39.542985,-85.959288,FRANKLIN,IN
28547,34.637348,-77.312704,NAVAL HOS,NC
28547,34.637348,-77.312704,NAVAL HOSPITAL,NC
58236,48.714076,-97.447411,CAVALIER,ND
88262,33.148388,-103.352163,LOVINGTON,NM
45687,38.9702,-83.02,PIKETON,OH
43828,40.345,-81.8683,COSHOCTON,OH
74850,35.104311,-96.090678,HOLDENVILLE,OK
95981,39.584801,-121.087628,CLIPPER MILLS,CA
62843,38.365545,-88.194549,ALBION,IL
63540,40.096431,-92.418096,LA PLATA,MO
14751,42.293,-79.0166,CONEWANGO VALLEY,NY
73551,34.325802,-98.86104,Frederick,OK
77617,29.507243,-94.520285,PORT BOLIVAR,TX
22832,38.453741,-78.78234,PENN LAIRD,VA
9397,0,0,APO,AE
9846,0,0,DPO,AE
20417,38.897281,-77.048256,WASHINGTON,DC
33106,25.787345,-80.322727,MIAMI,FL
501,40.8152,-73.0455,HOLTSVILLE,NY
501,40.8152,-73.0455,I R S SERVICE CENTER,NY
544,40.8152,-73.0455,HOLTSVILLE,NY
544,40.8152,-73.0455,IRS SERVICE CENTER,NY
601,18.180103,-66.749472,ADJUNTAS,PR
601,18.180103,-66.749472,JARD DE ADJUNTAS,PR
601,18.180103,-66.749472,URB SAN JOAQUIN,PR
602,18.363285,-67.180247,AGUADA,PR
602,18.363285,-67.180247,ALTS DE AGUADA,PR
602,18.363285,-67.180247,BO GUANIQUILLA,PR
602,18.363285,-67.180247,BRISAS DEL MAR,PR
602,18.363285,-67.180247,COMUNIDAD LAS FLORES,PR
602,18.363285,-67.180247,EXT LOS ROBLES,PR
602,18.363285,-67.180247,URB ISABEL LA CATOLICA,PR
602,18.363285,-67.180247,URB MONTEMAR,PR
602,18.363285,-67.180247,URB SAN CRISTOBAL,PR
603,18.448619,-67.134224,AGUADILLA,PR
603,18.448619,-67.134224,BDA CABAN,PR
9888,,,APO,AE
55973,43.797677,-92.779902,HAYFIELD,MN
18430,41.759285,-75.501118,FOREST CITY,PA
59417,48.556986,-113.069802,BABB,MT
84717,37.62,-112.17,BRYCE CANYON,UT
84764,37.638578,-112.208571,BRYCE CANYON CITY,UT
84764,37.638578,-112.208571,BRYCE CYN CTY,UT
40816,36.987495,-83.32795,BLEDSOE,KY
63450,39.650093,-92.145361,SHELBINA,MO
57660,45.831561,-101.484623,MORRISTOWN,SD
20148,39.020637,-77.52276,ARCOLA,VA
60958,40.9685,-87.616,PEMBROKE TOWNSHIP,IL
60958,40.9685,-87.616,PEMBROKE TWP,IL
60958,40.9685,-87.616,SAINT ANNE,IL
603,18.448619,-67.134224,BDA ESTEVES,PR
603,18.448619,-67.134224,BDA NUEVA,PR
603,18.448619,-67.134224,BO BORINQUEN,PR
603,18.448619,-67.134224,EXT EL PRADO,PR
603,18.448619,-67.134224,EXT MARBELLA,PR
603,18.448619,-67.134224,INDUSTRIAL MONTANA,PR
603,18.448619,-67.134224,JARD DE ANASCO,PR
603,18.448619,-67.134224,JARD DE BORINQUEN,PR
603,18.448619,-67.134224,RAMEY,PR
603,18.448619,-67.134224,REPTO JIMENEZ,PR
603,18.448619,-67.134224,REPTO JUAN AGUIAR,PR
603,18.448619,-67.134224,REPTO LOPEZ,PR
603,18.448619,-67.134224,REPTO TRES PALMAS,PR
603,18.448619,-67.134224,SECT LAS VILLAS,PR
603,18.448619,-67.134224,URB BORINQUEN,PR
603,18.448619,-67.134224,URB EL PRADO,PR
603,18.448619,-67.134224,URB ESTEVES,PR
603,18.448619,-67.134224,URB GARCIA,PR
603,18.448619,-67.134224,URB LAS AMERICAS,PR
603,18.448619,-67.134224,URB MALEZA GDNS,PR
603,18.448619,-67.134224,URB MARBELLA,PR
603,18.448619,-67.134224,URB RETIRO,PR
603,18.448619,-67.134224,URB RUBIANES,PR
603,18.448619,-67.134224,URB SAN CARLOS,PR
603,18.448619,-67.134224,URB SANTA ELENA,PR
603,18.448619,-67.134224,URB SANTA MARIA,PR
603,18.448619,-67.134224,URB SANTA MARTA,PR
603,18.448619,-67.134224,URB VICTORIA,PR
603,18.448619,-67.134224,VALLE UNIVERSITARIO,PR
603,18.448619,-67.134224,VILLA ALEGRIA,PR
603,18.448619,-67.134224,VILLA LINDA,PR
603,18.448619,-67.134224,VILLA LYDIA,PR
603,18.448619,-67.134224,VILLA UNIVERSITARIA,PR
603,18.448619,-67.134224,VILLAS DE ALMERIA,PR
603,18.448619,-67.134224,VISTA ALEGRE,PR
603,18.448619,-67.134224,VISTA VERDE,PR
604,18.498987,-67.136995,AGUADILLA,PR
604,18.498987,-67.136995,RAMEY,PR
605,18.449619,-67.112869,AGUADILLA,PR
606,18.182151,-66.958807,MARICAO,PR
606,18.182151,-66.958807,URB SAN JUAN BAUTISTA,PR
610,18.288319,-67.136046,ANASCO,PR
610,18.288319,-67.136046,BRISAS DE ANASCO,PR
610,18.288319,-67.136046,COLINAS DE LIBRADA,PR
610,18.288319,-67.136046,JARD DE ANASCO,PR
610,18.288319,-67.136046,REPTO DAGUEY,PR
610,18.288319,-67.136046,URB FLAMBOYANES,PR
610,18.288319,-67.136046,URB LOS MAESTROS,PR
610,18.288319,-67.136046,URB PASEO DEL VALLE,PR
610,18.288319,-67.136046,URB SAGRADO CORAZON,PR
610,18.288319,-67.136046,URB SAN ANTONIO,PR
611,18.28854,-66.770683,ANGELES,PR
612,18.449732,-66.698797,ALT DE JUNCOS,PR
612,18.449732,-66.698797,ALT DE SAN FELIPE,PR
612,18.449732,-66.698797,ARECIBO,PR
612,18.449732,-66.698797,BDA DUHAMEL,PR
612,18.449732,-66.698797,BO EL PASAJE,PR
612,18.449732,-66.698797,BO ISLOTE,PR
612,18.449732,-66.698797,BO ISLOTE II,PR
612,18.449732,-66.698797,BO JAREALITOS,PR
612,18.449732,-66.698797,BO OBRERO,PR
612,18.449732,-66.698797,BO SANTANA,PR
612,18.449732,-66.698797,COMUNIDAD BUENOS AIRES,PR
612,18.449732,-66.698797,EST DE ARECIBO,PR
612,18.449732,-66.698797,EST DE BALSEIRO,PR
612,18.449732,-66.698797,EXT MARISOL,PR
612,18.449732,-66.698797,EXT TANAMA,PR
612,18.449732,-66.698797,EXT VILLA LOS SANTOS I,PR
612,18.449732,-66.698797,EXT VILLA LOS SANTOS II,PR
612,18.449732,-66.698797,FACTOR,PR
612,18.449732,-66.698797,HACIENDA TOLEDO,PR
612,18.449732,-66.698797,JARD DE ARECIBO,PR
612,18.449732,-66.698797,JARD DE SAN RAFAEL,PR
612,18.449732,-66.698797,LA MUCURA,PR
612,18.449732,-66.698797,PARC MATTEY,PR
612,18.449732,-66.698797,PARC NAVAS,PR
612,18.449732,-66.698797,PARC PEREZ,PR
612,18.449732,-66.698797,PARC RODRIGUEZ OLMO,PR
612,18.449732,-66.698797,PARQ DE JARDINES,PR
612,18.449732,-66.698797,PASEOS REALES,PR
612,18.449732,-66.698797,REPTO MARQUEZ,PR
612,18.449732,-66.698797,REPTO SAN JOSE,PR
612,18.449732,-66.698797,REPTO SAN JUAN,PR
612,18.449732,-66.698797,SECT ABRA,PR
612,18.449732,-66.698797,SECT EL CANO,PR
612,18.449732,-66.698797,SECT LAS ANIMAS,PR
612,18.449732,-66.698797,SECT MUELLE,PR
612,18.449732,-66.698797,URB ARECIBO GDNS,PR
612,18.449732,-66.698797,URB BO OBRERO,PR
612,18.449732,-66.698797,URB CAMINO DEL VALLE,PR
612,18.449732,-66.698797,URB COLLEGE PARK,PR
612,18.449732,-66.698797,URB COSTAS DEL ATLANTICO,PR
612,18.449732,-66.698797,URB EL PARAISO,PR
612,18.449732,-66.698797,URB GARCIA,PR
612,18.449732,-66.698797,URB GARDEN VIEW,PR
612,18.449732,-66.698797,URB LAS BRISAS,PR
612,18.449732,-66.698797,URB LOS LLANOS,PR
612,18.449732,-66.698797,URB LOS MIRADORES,PR
612,18.449732,-66.698797,URB LOS PINOS,PR
612,18.449732,-66.698797,URB MARISOL,PR
612,18.449732,-66.698797,URB MARTELL,PR
612,18.449732,-66.698797,URB OCEAN VIEW,PR
612,18.449732,-66.698797,URB RADIOVILLE,PR
612,18.449732,-66.698797,URB REGIONAL,PR
612,18.449732,-66.698797,URB SAN DANIEL,PR
612,18.449732,-66.698797,URB SAN FELIPE,PR
612,18.449732,-66.698797,URB SAN LORENZO,PR
612,18.449732,-66.698797,URB TANAMA,PR
612,18.449732,-66.698797,URB UNIVERSITY GDNS,PR
612,18.449732,-66.698797,URB VICTOR ROJAS 1,PR
612,18.449732,-66.698797,URB VICTOR ROJAS 2,PR
612,18.449732,-66.698797,URB VILLAMAR,PR
612,18.449732,-66.698797,URB ZENO GANDIA,PR
612,18.449732,-66.698797,VALLE ESCONDIDO,PR
612,18.449732,-66.698797,VILLA LOS SANTOS,PR
612,18.449732,-66.698797,VILLA LUCIA,PR
612,18.449732,-66.698797,VILLA SERENA,PR
612,18.449732,-66.698797,VILLA TOLEDO,PR
612,18.449732,-66.698797,VILLAS DEL CAPITAN,PR
612,18.449732,-66.698797,VILLAS DEL SOL,PR
612,18.449732,-66.698797,VISTA AZUL,PR
612,18.449732,-66.698797,VISTA DEL ATLANTICO,PR
613,18.44594,-66.743698,ARECIBO,PR
614,18.44594,-66.743698,ARECIBO,PR
616,18.426748,-66.676692,BAJADERO,PR
616,18.426748,-66.676692,BRISAS DEL VALLE,PR
617,18.455499,-66.555758,BARCELONETA,PR
617,18.455499,-66.555758,BDA CATALANA,PR
617,18.455499,-66.555758,BO PALENQUE,PR
617,18.455499,-66.555758,BRISAS DE LLANADAS,PR
617,18.455499,-66.555758,BRISAS DEL MONTE,PR
617,18.455499,-66.555758,EST DE BARCELONETA,PR
617,18.455499,-66.555758,EST DE FLORIDA,PR
617,18.455499,-66.555758,EXT PARC PUNTA PALMAS,PR
617,18.455499,-66.555758,PARC GARROCHALES,PR
617,18.455499,-66.555758,PARC IMBERY,PR
617,18.455499,-66.555758,PARC MAGUEYES,PR
617,18.455499,-66.555758,PARC PALENQUE,PR
617,18.455499,-66.555758,PARC TIBURON,PR
617,18.455499,-66.555758,REPTO LAS LLANADAS,PR
617,18.455499,-66.555758,URB CATALUNA,PR
617,18.455499,-66.555758,URB LAS DELICIAS,PR
617,18.455499,-66.555758,URB LAS PRADERAS,PR
617,18.455499,-66.555758,URB ORTEGA,PR
617,18.455499,-66.555758,VILLA GEORGETTI,PR
617,18.455499,-66.555758,VILLAS DE LA SABANA,PR
622,18.003125,-67.167456,BOQUERON,PR
622,18.003125,-67.167456,VILLA TAINA,PR
623,18.08643,-67.152226,ALTS DEL MAR,PR
623,18.08643,-67.152226,BO BALLAJA,PR
623,18.08643,-67.152226,BO MONTE GRANDE,PR
623,18.08643,-67.152226,CABO ROJO,PR
623,18.08643,-67.152226,EXT LA CONCEPCION,PR
623,18.08643,-67.152226,EXT PARC ELIZABETH,PR
623,18.08643,-67.152226,EXT SIERRA LINDA,PR
623,18.08643,-67.152226,HACIENDAS DE CABO ROJO,PR
623,18.08643,-67.152226,JARD DEL PUERTO,PR
623,18.08643,-67.152226,PARC BETANCES,PR
623,18.08643,-67.152226,PARC ELIZABETH,PR
623,18.08643,-67.152226,PARC LAS 35,PR
623,18.08643,-67.152226,PARC LAS MARGARITAS,PR
623,18.08643,-67.152226,PARC PUERTO REAL,PR
623,18.08643,-67.152226,QTAS DE CABO ROJO,PR
623,18.08643,-67.152226,REPTO MIRADERO,PR
623,18.08643,-67.152226,URB ALTA VISTA,PR
623,18.08643,-67.152226,URB ANA MARIA,PR
623,18.08643,-67.152226,URB BORINQUEN,PR
623,18.08643,-67.152226,URB EL RETIRO,PR
623,18.08643,-67.152226,URB ELIZABETH,PR
623,18.08643,-67.152226,URB EXT ELIZABETH,PR
623,18.08643,-67.152226,URB KOFRESI,PR
623,18.08643,-67.152226,URB LA CONCEPCION,PR
623,18.08643,-67.152226,URB MONTE GRANDE,PR
623,18.08643,-67.152226,URB MONTESOL,PR
623,18.08643,-67.152226,URB RAMIREZ,PR
623,18.08643,-67.152226,URB REMANSO DE CABO ROJO,PR
623,18.08643,-67.152226,URB RETIRO,PR
623,18.08643,-67.152226,URB SAN MIGUEL,PR
623,18.08643,-67.152226,URB SIERRA LINDA,PR
623,18.08643,-67.152226,VILLA AIDA,PR
623,18.08643,-67.152226,VILLA DEL CARMEN,PR
623,18.08643,-67.152226,VILLA LUISA,PR
623,18.08643,-67.152226,VILLA REAL,PR
624,18.055399,-66.726029,ALT DE PENUELAS II,PR
624,18.055399,-66.726029,ALTS DE PENUELAS,PR
624,18.055399,-66.726029,BRISAS DE GUAYANES,PR
624,18.055399,-66.726029,COLINAS DE PENUELAS,PR
624,18.055399,-66.726029,EXT ALTS DE PENUELAS II,PR
624,18.055399,-66.726029,JARD DE PENUELAS,PR
624,18.055399,-66.726029,PENUELAS,PR
624,18.055399,-66.726029,REPTO GUAYANES,PR
624,18.055399,-66.726029,REPTO KENNEDY,PR
624,18.055399,-66.726029,URB EL MADRIGAL,PR
624,18.055399,-66.726029,URB GUAYANES,PR
624,18.055399,-66.726029,URB MONTE VERDE,PR
624,18.055399,-66.726029,URB PENUELAS VALLEY,PR
624,18.055399,-66.726029,URB RIO SOL,PR
624,18.055399,-66.726029,URB RIVERSIDE,PR
624,18.055399,-66.726029,URB SAGRADO CORAZON,PR
624,18.055399,-66.726029,VISTA BAHIA,PR
627,18.435246,-66.856443,ALTS EL MAESTRO,PR
627,18.435246,-66.856443,CAMUY,PR
627,18.435246,-66.856443,EXT DEL CARMEN,PR
627,18.435246,-66.856443,REPTO SAN JOSE,PR
627,18.435246,-66.856443,SECT PENA,PR
627,18.435246,-66.856443,URB DEL CARMEN,PR
627,18.435246,-66.856443,URB LINDA VISTA,PR
627,18.435246,-66.856443,VISTA VERDE,PR
627,18.435246,-66.856443,VISTAS DE CAMUY,PR
631,18.186739,-66.851745,ADJUNTAS,PR
631,18.186739,-66.851745,CASTANER,PR
636,18.157471,-67.068268,ROSARIO,PR
637,18.073078,-66.948643,ALTS DE SAN JOSE,PR
637,18.073078,-66.948643,BDA SAN ISIDRO,PR
637,18.073078,-66.948643,EST DEL RIO,PR
637,18.073078,-66.948643,EXT SAN JOSE 2,PR
637,18.073078,-66.948643,PARC MAGINAS,PR
637,18.073078,-66.948643,PARC SUSUA,PR
637,18.073078,-66.948643,SABANA GRANDE,PR
637,18.073078,-66.948643,URB EL ARRENDADO,PR
637,18.073078,-66.948643,URB LA MILAGROSA,PR
637,18.073078,-66.948643,URB SAN MIGUEL,PR
637,18.073078,-66.948643,URB SANTA ANA,PR
637,18.073078,-66.948643,URB SANTA ELENA,PR
637,18.073078,-66.948643,URB SANTA MARIA,PR
637,18.073078,-66.948643,URB VIRGEN DEL POZO,PR
638,18.308139,-66.498354,CIALES,PR
638,18.308139,-66.498354,URB LOS LLANOS,PR
638,18.308139,-66.498354,URB MONTE REY,PR
641,18.268896,-66.705193,ALTS DE UTUADO,PR
641,18.268896,-66.705193,BDA NUEVA,PR
641,18.268896,-66.705193,EXT SAN MARTIN,PR
641,18.268896,-66.705193,JARD DE BUBAO,PR
641,18.268896,-66.705193,SECT BELLA VISTA,PR
641,18.268896,-66.705193,SECT CERCADILLO,PR
641,18.268896,-66.705193,URB CABRERA,PR
641,18.268896,-66.705193,URB JESUS M LAGO,PR
641,18.268896,-66.705193,URB PEREZ MATOS,PR
641,18.268896,-66.705193,URB SAN MARTIN,PR
641,18.268896,-66.705193,UTUADO,PR
646,18.442798,-66.276894,BO ARENAL,PR
646,18.442798,-66.276894,BO SALDINERA,PR
646,18.442798,-66.276894,CHALETS DE DORADO,PR
646,18.442798,-66.276894,COLINAS DE PLATA,PR
646,18.442798,-66.276894,DORADO,PR
646,18.442798,-66.276894,HACIENDA MI QUERIDO VIEJO,PR
646,18.442798,-66.276894,JARD DE DORADO,PR
646,18.442798,-66.276894,JARDIN DORADO,PR
646,18.442798,-66.276894,PARC EL COTTO,PR
646,18.442798,-66.276894,PARC MAMEYAL,PR
646,18.442798,-66.276894,PARC SAN ANTONIO,PR
646,18.442798,-66.276894,PASEO DEL MAR,PR
646,18.442798,-66.276894,PASEO DEL SOL,PR
646,18.442798,-66.276894,PASEO LAS OLAS,PR
646,18.442798,-66.276894,PASEO LAS PALMAS,PR
646,18.442798,-66.276894,PASEO LOS CORALES,PR
646,18.442798,-66.276894,PASEO LOS CORALES II,PR
646,18.442798,-66.276894,PASEO REAL,PR
646,18.442798,-66.276894,QTAS DE DORADO,PR
646,18.442798,-66.276894,SECT LA ALDEA,PR
646,18.442798,-66.276894,SECT RIO LAJAS TIBURONES,PR
646,18.442798,-66.276894,URB BOSQUE DORADO,PR
646,18.442798,-66.276894,URB COSTA DE ORO,PR
646,18.442798,-66.276894,URB DORADO COUNTRY ESTS,PR
646,18.442798,-66.276894,URB DORADO DEL MAR,PR
646,18.442798,-66.276894,URB DORADO REEF,PR
646,18.442798,-66.276894,URB DORAVILLE,PR
646,18.442798,-66.276894,URB GABLES BREEZE,PR
646,18.442798,-66.276894,URB GOLDEN HLS,PR
646,18.442798,-66.276894,URB LOS MONTES,PR
646,18.442798,-66.276894,URB LOS PRADOS NORTE,PR
646,18.442798,-66.276894,URB LOS PRADOS SUR,PR
646,18.442798,-66.276894,URB MARTORELL,PR
646,18.442798,-66.276894,URB MIRAFLORES,PR
646,18.442798,-66.276894,URB MONTE BELLO,PR
646,18.442798,-66.276894,URB MONTE ELENA,PR
646,18.442798,-66.276894,URB MONTE MAYOR,PR
646,18.442798,-66.276894,URB MONTE VERDE,PR
646,18.442798,-66.276894,URB MONTELINDO,PR
646,18.442798,-66.276894,URB MONTEREAL,PR
646,18.442798,-66.276894,URB SABANERA DORADO,PR
646,18.442798,-66.276894,URB SANTA BARBARA,PR
646,18.442798,-66.276894,URB THE CLUSTERS,PR
646,18.442798,-66.276894,URB THE ESTATES,PR
646,18.442798,-66.276894,URB VALLE DORADO,PR
646,18.442798,-66.276894,VILLA PLATA,PR
646,18.442798,-66.276894,VILLA SANTA,PR
647,17.964529,-66.939932,ALT DE MAGUEYES,PR
647,17.964529,-66.939932,ENSENADA,PR
647,17.964529,-66.939932,URB BACO,PR
650,18.363331,-66.567732,ALT DE FLORIDA,PR
650,18.363331,-66.567732,ALTOS DE FLORIDA,PR
650,18.363331,-66.567732,EST DE ARROYO,PR
650,18.363331,-66.567732,FLORIDA,PR
650,18.363331,-66.567732,REPTO SEOANE,PR
650,18.363331,-66.567732,URB LAS FLORES,PR
650,18.363331,-66.567732,URB VEGAS DE FLORIDA,PR
652,18.457453,-66.612173,GARROCHALES,PR
652,18.457453,-66.612173,HACIENDA DE GARROCHALES,PR
652,18.457453,-66.612173,URB LOS JARDINES,PR
653,17.992112,-66.900977,ALTS DE BELGICA,PR
653,17.992112,-66.900977,BDA ESPERANZA,PR
653,17.992112,-66.900977,BO LA LUNA,PR
653,17.992112,-66.900977,GUANICA,PR
96552,,,FPO,AA
96650,,,FPO,AA
653,17.992112,-66.900977,URB BAHIA,PR
653,17.992112,-66.900977,URB LA COLINA,PR
653,17.992112,-66.900977,URB SAGRADO CORAZON,PR
653,17.992112,-66.900977,URB SANTA CLARA,PR
653,17.992112,-66.900977,VISTA MAR,PR
656,18.038866,-66.791684,B0 LOS SITIOS,PR
656,18.038866,-66.791684,EXT SANTA ELENA 2,PR
656,18.038866,-66.791684,EXT SANTA ELENA 3,PR
656,18.038866,-66.791684,GUAYANILLA,PR
656,18.038866,-66.791684,URB BAHIA,PR
656,18.038866,-66.791684,URB GUAYDIA,PR
656,18.038866,-66.791684,URB LA CONCEPCION,PR
656,18.038866,-66.791684,URB SAN AUGUSTO,PR
656,18.038866,-66.791684,URB SANTA ELENA,PR
656,18.038866,-66.791684,URB SANTA ELENA 2,PR
656,18.038866,-66.791684,URB SANTA MARIA,PR
656,18.038866,-66.791684,URB STELLA,PR
656,18.038866,-66.791684,VILLA DEL RIO,PR
659,18.432956,-66.800394,ALT DE HATILLO,PR
659,18.432956,-66.800394,BDA CLAN,PR
659,18.432956,-66.800394,BRISAS DE HATILLO,PR
659,18.432956,-66.800394,COLINAS DE HATILLO,PR
659,18.432956,-66.800394,EST DE CARRIZAL,PR
659,18.432956,-66.800394,EST DE LA CEIBA,PR
659,18.432956,-66.800394,EXT SAN RAMON,PR
659,18.432956,-66.800394,EXT VILLA DEL CARMEN,PR
659,18.432956,-66.800394,HATILLO,PR
659,18.432956,-66.800394,PARC SANTA ROSA,PR
659,18.432956,-66.800394,URB CORALES DE HATILLO,PR
659,18.432956,-66.800394,URB COSTA NORTE,PR
659,18.432956,-66.800394,URB HATILLO DEL MAR,PR
659,18.432956,-66.800394,URB LAS PALMAS,PR
659,18.432956,-66.800394,URB MAR AZUL,PR
659,18.432956,-66.800394,VALLE VERDE,PR
659,18.432956,-66.800394,VILLA DEL CARMEN,PR
660,18.139108,-67.120857,BO LAVADERO,PR
660,18.139108,-67.120857,COLINAS DEL OESTE,PR
660,18.139108,-67.120857,EST DEL RIO,PR
660,18.139108,-67.120857,HACIENDA LA MONSERRATE,PR
660,18.139108,-67.120857,HACIENDAS CONSTANCIA,PR
660,18.139108,-67.120857,HORMIGUEROS,PR
660,18.139108,-67.120857,URB MONTEBELLO,PR
660,18.139108,-67.120857,URB VERDUN,PR
660,18.139108,-67.120857,URB VERDUN II,PR
660,18.139108,-67.120857,VALLE HERMOSO,PR
660,18.139108,-67.120857,VILLA ZORAIDA,PR
662,18.478855,-67.019737,ALT DEL MAR,PR
662,18.478855,-67.019737,BDA LA MAYOR,PR
662,18.478855,-67.019737,BRISAS DEL CANAL,PR
662,18.478855,-67.019737,COMUNIDAD CAPIRO,PR
662,18.478855,-67.019737,COMUNIDAD EL CANON,PR
662,18.478855,-67.019737,COMUNIDAD EL RAMAL,PR
662,18.478855,-67.019737,COMUNIDAD GUANABANO,PR
662,18.478855,-67.019737,COMUNIDAD LOS PINOS,PR
662,18.478855,-67.019737,COMUNIDAD LOS PONCE,PR
662,18.478855,-67.019737,COMUNIDAD MANTILLA,PR
662,18.478855,-67.019737,COMUNIDAD RAMAL,PR
662,18.478855,-67.019737,COMUNIDAD SONUCO,PR
662,18.478855,-67.019737,EST DEL PARAISO,PR
662,18.478855,-67.019737,EST VELAZQUEZ,PR
662,18.478855,-67.019737,EXT MEDINA,PR
662,18.478855,-67.019737,EXT VILLA ESPANA,PR
662,18.478855,-67.019737,HACIENDAS DE ISABELA,PR
662,18.478855,-67.019737,ISABELA,PR
662,18.478855,-67.019737,JARD MIRAMAR,PR
662,18.478855,-67.019737,MANS DEL ATLANTICO,PR
662,18.478855,-67.019737,PARC COTTO,PR
662,18.478855,-67.019737,PARC MORA GUERRERO,PR
662,18.478855,-67.019737,PRADERA REAL,PR
662,18.478855,-67.019737,QTAS DEL ATLANTICO,PR
662,18.478855,-67.019737,REPTO APOLONIO VELEZ RAMOS,PR
662,18.478855,-67.019737,REPTO CAPELLA,PR
662,18.478855,-67.019737,REPTO DURAN,PR
662,18.478855,-67.019737,REPTO JERUSALEN,PR
662,18.478855,-67.019737,REPTO JOMAIRA,PR
662,18.478855,-67.019737,REPTO LAS BRISAS,PR
662,18.478855,-67.019737,REPTO MIRAFLORES,PR
662,18.478855,-67.019737,REPTO SAN ANTONIO,PR
662,18.478855,-67.019737,REPTO SANTA MARIA,PR
662,18.478855,-67.019737,REPTO VEGA BADILLO,PR
662,18.478855,-67.019737,REPTO VILLA Y MAR,PR
662,18.478855,-67.019737,REPTO YOMAIRA,PR
662,18.478855,-67.019737,RES LOMAS DEL SOL,PR
662,18.478855,-67.019737,RESIDENCIAS VISTA DORADA,PR
662,18.478855,-67.019737,RESIDENCIAS VISTAMAR,PR
662,18.478855,-67.019737,SECT CACHICHUELAS,PR
662,18.478855,-67.019737,SECT CALIFORNIA,PR
662,18.478855,-67.019737,SECT CASIMIRO PEREZ,PR
662,18.478855,-67.019737,SECT LA MEDIA CUERDA,PR
662,18.478855,-67.019737,SECT LA PRA,PR
662,18.478855,-67.019737,SECT LAS COLINAS,PR
662,18.478855,-67.019737,SECT LAS MARIAS,PR
662,18.478855,-67.019737,SECT LAS UVAS,PR
662,18.478855,-67.019737,SECT LOS MILLONES,PR
662,18.478855,-67.019737,SECT LOS TOLEDO,PR
662,18.478855,-67.019737,SECT PUEBLO NUEVO,PR
662,18.478855,-67.019737,SECT PUEBLO VIEJO,PR
662,18.478855,-67.019737,SECT ROTARIOS,PR
662,18.478855,-67.019737,SECT SAN ANTONIO DE LA TUNA,PR
662,18.478855,-67.019737,SECT SONUCO,PR
662,18.478855,-67.019737,SECT TOCONES,PR
662,18.478855,-67.019737,SECT VERDUM,PR
662,18.478855,-67.019737,SECT VILLA LUNA,PR
662,18.478855,-67.019737,URB CAMINO DEL VALLE,PR
662,18.478855,-67.019737,URB COSTA BRAVA,PR
662,18.478855,-67.019737,URB DOMENECH,PR
662,18.478855,-67.019737,URB FIGUEROA,PR
662,18.478855,-67.019737,URB HAU,PR
662,18.478855,-67.019737,URB ISLAZUL,PR
662,18.478855,-67.019737,URB LAMELA,PR
662,18.478855,-67.019737,URB LAS 3T,PR
662,18.478855,-67.019737,URB LAS CEIBAS,PR
662,18.478855,-67.019737,URB LAS FLORES,PR
662,18.478855,-67.019737,URB MANUEL CORCHADO,PR
662,18.478855,-67.019737,URB MEDINA,PR
662,18.478855,-67.019737,URB SALVADOR RIOS,PR
662,18.478855,-67.019737,URB SANTA ROSA,PR
662,18.478855,-67.019737,URB SANTA TERESITA,PR
662,18.478855,-67.019737,URB SOL Y MAR,PR
662,18.478855,-67.019737,VILLA ACEVEDO,PR
662,18.478855,-67.019737,VILLA GAMAL,PR
662,18.478855,-67.019737,VILLA KAREN,PR
